"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"2011"	"2011"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	54	289543	18.7
	"Hawaii"	"15"	"2011"	"2011"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	1978	Unreliable
	"Hawaii"	"15"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	2755	Unreliable
	"Hawaii"	"15"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	Suppressed	34955	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	48	639189	7.5
	"Hawaii"	"15"	"2012"	"2012"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	2805	Unreliable
	"Hawaii"	"15"	"2012"	"2012"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	24037	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	37122	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	39	294470	13.2
	"Hawaii"	"15"	"2012"	"2012"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2062	Unreliable
	"Hawaii"	"15"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	3169	Unreliable
	"Hawaii"	"15"	"2013"	"2013"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	Suppressed	34757	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	57	638525	8.9
	"Hawaii"	"15"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2013"	"2013"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	2855	Unreliable
	"Hawaii"	"15"	"2013"	"2013"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	26001	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2013"	"2013"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	40329	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	44	298628	14.7
	"Hawaii"	"15"	"2013"	"2013"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2147	Unreliable
	"Hawaii"	"15"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	3238	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	Suppressed	35210	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	50	644999	7.8
	"Hawaii"	"15"	"2014"	"2014"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2014"	"2014"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	2986	Unreliable
	"Hawaii"	"15"	"2014"	"2014"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	27788	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2014"	"2014"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	42776	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	54	301040	17.9
	"Hawaii"	"15"	"2014"	"2014"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2197	Unreliable
	"Hawaii"	"15"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	3250	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	Suppressed	35689	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	66	649079	10.2
	"Hawaii"	"15"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2015"	"2015"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	3142	Unreliable
	"Hawaii"	"15"	"2015"	"2015"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	29825	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2015"	"2015"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	45359	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	53	302342	17.5
	"Hawaii"	"15"	"2015"	"2015"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2152	Unreliable
	"Hawaii"	"15"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	2867	Suppressed
	"Hawaii"	"15"	"2016"	"2016"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	Suppressed	37145	Suppressed
	"Hawaii"	"15"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	103	664805	15.5
	"Hawaii"	"15"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2016"	"2016"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	3010	Unreliable
	"Hawaii"	"15"	"2016"	"2016"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	25579	Suppressed
	"Hawaii"	"15"	"2016"	"2016"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2016"	"2016"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	43431	Suppressed
	"Hawaii"	"15"	"2016"	"2016"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	64	293060	21.8
	"Hawaii"	"15"	"2016"	"2016"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2173	Unreliable
	"Hawaii"	"15"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	2822	Unreliable
	"Hawaii"	"15"	"2017"	"2017"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	Suppressed	37298	Suppressed
	"Hawaii"	"15"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	94	668446	14.1
	"Hawaii"	"15"	"2017"	"2017"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2017"	"2017"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	3149	Unreliable
	"Hawaii"	"15"	"2017"	"2017"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	25906	Suppressed
	"Hawaii"	"15"	"2017"	"2017"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2017"	"2017"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	44627	Suppressed
	"Hawaii"	"15"	"2017"	"2017"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	55	290413	18.9
	"Hawaii"	"15"	"2017"	"2017"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2190	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	2873	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	10	37522	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	106	666229	15.9
	"Hawaii"	"15"	"2018"	"2018"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	3123	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	26043	Suppressed
	"Hawaii"	"15"	"2018"	"2018"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2018"	"2018"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	10	45057	Unreliable
	"Hawaii"	"15"	"2018"	"2018"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	60	287246	20.9
	"Hawaii"	"15"	"2018"	"2018"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2174	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	2854	Suppressed
	"Hawaii"	"15"	"2019"	"2019"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	18	37816	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	99	667192	14.8
	"Hawaii"	"15"	"2019"	"2019"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	Suppressed	3237	Suppressed
	"Hawaii"	"15"	"2019"	"2019"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	26122	Suppressed
	"Hawaii"	"15"	"2019"	"2019"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2019"	"2019"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	13	45272	Unreliable
	"Hawaii"	"15"	"2019"	"2019"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	61	284553	21.4
	"Hawaii"	"15"	"2019"	"2019"	"White"	"2106-3"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2000"	"2000"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	1385	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	10667	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2000"	"2000"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	414	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	9869	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2000"	"2000"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	531	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	3293	Unreliable
	"Idaho"	"16"	"2000"	"2000"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	50068	Suppressed
	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	30	783993	3.8
	"Idaho"	"16"	"2000"	"2000"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2001"	"2001"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	1692	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	10844	Suppressed
	"Idaho"	"16"	"2001"	"2001"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2001"	"2001"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	532	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	10576	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2001"	"2001"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	614	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	3630	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	0	53666	Unreliable
	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	51	798871	6.4
	"Idaho"	"16"	"2001"	"2001"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2002"	"2002"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2007	Unreliable
	"Idaho"	"16"	"2002"	"2002"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	11007	Suppressed
	"Idaho"	"16"	"2002"	"2002"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2002"	"2002"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	574	Unreliable
	"Idaho"	"16"	"2002"	"2002"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	11063	Unreliable
	"Idaho"	"16"	"2002"	"2002"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2002"	"2002"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	700	Unreliable
	"Idaho"	"16"	"2002"	"2002"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	3825	Suppressed
	"Idaho"	"16"	"2002"	"2002"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	56578	Suppressed
	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	45	812014	5.5
	"Idaho"	"16"	"2002"	"2002"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2394	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	11166	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	619	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	11788	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	732	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	4092	Unreliable
	"Idaho"	"16"	"2003"	"2003"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	59725	Suppressed
	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	58	826890	7.0
	"Idaho"	"16"	"2003"	"2003"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2004"	"2004"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	2660	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	11334	Suppressed
	"Idaho"	"16"	"2004"	"2004"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2004"	"2004"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	670	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	12478	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2004"	"2004"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	806	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	4480	Unreliable
	"Idaho"	"16"	"2004"	"2004"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	63101	Suppressed
	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	49	845204	5.8
	"Idaho"	"16"	"2004"	"2004"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	3022	Unreliable
	"Idaho"	"16"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	11669	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	773	Unreliable
	"Idaho"	"16"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	13308	Unreliable
	"Idaho"	"16"	"2005"	"2005"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	900	Unreliable
	"Idaho"	"16"	"2005"	"2005"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	4830	Unreliable
	"Idaho"	"16"	"2005"	"2005"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	66808	Suppressed
	"Idaho"	"16"	"2005"	"2005"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	56	866243	6.5
	"Idaho"	"16"	"2005"	"2005"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2006"	"2006"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	3422	Unreliable
	"Idaho"	"16"	"2006"	"2006"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	Suppressed	11929	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2006"	"2006"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	871	Unreliable
	"Idaho"	"16"	"2006"	"2006"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	0	14080	Unreliable
	"Idaho"	"16"	"2006"	"2006"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2006"	"2006"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	961	Unreliable
	"Idaho"	"16"	"2006"	"2006"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	5160	Unreliable
	"Idaho"	"16"	"2006"	"2006"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2006"	"2006"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	71642	Suppressed
	"Idaho"	"16"	"2006"	"2006"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	68	890009	7.6
	"Idaho"	"16"	"2006"	"2006"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	3775	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	12237	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	"Hispanic or Latino"	"2135-2"	0	972	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	Suppressed	14938	Suppressed
	"Idaho"	"16"	"2007"	"2007"	"Asian or Pacific Islander"	"A-PI"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2007"	"2007"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	0	1084	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	0	5510	Unreliable
	"Idaho"	"16"	"2007"	"2007"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	Suppressed	76046	Suppressed
	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	65	908971	7.2
	"Idaho"	"16"	"2007"	"2007"	"White"	"2106-3"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Idaho"	"16"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	"Hispanic or Latino"	"2135-2"	0	4095	Unreliable
	"Idaho"	"16"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	0	12583	Unreliable
	"Idaho"	"16"	"2008"	"2008"	"American Indian or Alaska Native"	"1002-5"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
